description,id_iaps,valence_mean,valence_standard_deviation,arousal_mean,arousal_standard_deviation,dominance_1_mean,dominance_1_standard_deviation,dominance_2_mean,dominance_2_standard_deviation,set_id
Amerindian,2484,5,1.3500000000000001,3.75,1.8999999999999999,5.4500000000000002,1.55,,,18
ElderlyMan,2480,4.7699999999999996,1.6399999999999999,2.6600000000000001,1.78,5.3300000000000001,2.0899999999999999,,,9
CryingBaby,2458,4.6900000000000004,1.8799999999999999,5.2800000000000002,1.8799999999999999,5.0599999999999996,1.8400000000000001,,,20
CryingBoy,2457,3.2000000000000002,1.51,4.9400000000000004,2.0099999999999998,5.0199999999999996,2.1400000000000001,,,19
CryingFamily,2456,2.8399999999999999,1.27,4.5499999999999998,2.1600000000000001,4.1500000000000004,1.8999999999999999,,,18
SadGirls,2455,2.96,1.79,4.46,2.1200000000000001,,,4.1100000000000003,2.2200000000000002,13
Boots,2446,4.7000000000000002,1.04,3.79,1.8799999999999999,,,5.5099999999999998,1.9099999999999999,15
Feet,2445,5.3899999999999997,1.3899999999999999,3.8300000000000001,1.9099999999999999,,,5.6799999999999997,1.6699999999999999,16
DryingHair,2442,6.1699999999999999,1.3999999999999999,4.04,1.8899999999999999,,,6,1.8,14
NeutralGirl,2441,4.6399999999999997,1.28,3.6200000000000001,1.96,,,5.5700000000000003,1.97,13
NeutGirl,2440,4.4900000000000002,1.03,2.6299999999999999,1.7,5.9699999999999998,1.8899999999999999,,,10
Mom/Son,2435,5.8399999999999999,1.27,3.9399999999999999,1.9299999999999999,,,5.9299999999999997,1.9199999999999999,14
Girl,2411,5.0700000000000003,0.84999999999999998,2.8599999999999999,1.8400000000000001,6.1500000000000004,1.8700000000000001,,,18
Boy,2410,4.6200000000000001,1.72,4.1299999999999999,2.29,5,2.29,,,5
Woman,2400,4.21,1.3400000000000001,4.2000000000000002,2.1000000000000001,5.0199999999999996,1.8600000000000001,,,20
Woman,2399,3.6899999999999999,1.3999999999999999,3.9300000000000002,2.0099999999999998,,,4.8499999999999996,2.1499999999999999,14
Boat,2398,7.4800000000000004,1.3200000000000001,4.7400000000000002,2.1099999999999999,,,6.1799999999999997,1.8899999999999999,16
Men,2397,4.9800000000000004,1.1100000000000001,2.77,1.74,,,5.6399999999999997,1.9199999999999999,15
Couple,2396,4.9100000000000001,1.05,3.3399999999999999,1.8300000000000001,,,5.5899999999999999,1.5900000000000001,16
Family,2395,7.4900000000000002,1.6899999999999999,4.1900000000000004,2.3999999999999999,,,6.3099999999999996,2.0899999999999999,13
Medicalworker,2394,5.7599999999999998,1.74,3.8900000000000001,2.2599999999999998,,,5.7699999999999996,2.29,13
Factoryworker,2393,4.8700000000000001,1.0600000000000001,2.9300000000000002,1.8799999999999999,,,5.8300000000000001,2.0600000000000001,13
ManW/Fish,2392,6.1500000000000004,1.49,3.8500000000000001,1.97,6.0300000000000002,1.8100000000000001,,,19
Boy,2391,7.1100000000000003,1.77,4.6299999999999999,2.4300000000000002,6.1100000000000003,2.0099999999999998,,,6
Couple,2390,5.4000000000000004,1.1799999999999999,3.5699999999999998,1.9199999999999999,5.8899999999999997,1.75,,,19
Teens,2389,6.6100000000000003,1.6899999999999999,5.6299999999999999,2,5.9000000000000004,1.99,,,12
Kids,2388,7.4400000000000004,1.4399999999999999,3.77,2.21,,,6.6200000000000001,1.9199999999999999,13
Kids,2387,7.1200000000000001,1.5800000000000001,3.9700000000000002,2.1800000000000002,,,6.3300000000000001,2.1000000000000001,13
Girl,2385,5.2000000000000002,1.3200000000000001,3.6400000000000001,1.8100000000000001,5.8600000000000003,1.73,,,11
Fisherman,2384,5.9199999999999999,1.47,3.4100000000000001,2.04,6.3200000000000003,1.5600000000000001,,,20
Secretary,2383,4.7199999999999998,1.3600000000000001,3.4100000000000001,1.8300000000000001,5.75,1.8899999999999999,,,12
Artist,2382,5.6699999999999999,1.1899999999999999,3.75,1.97,5.9699999999999998,1.5700000000000001,,,19
Girl,2381,5.25,1.22,3.04,1.97,6.2800000000000002,1.9199999999999999,,,9
Reading,2377,5.1900000000000004,1.3100000000000001,3.5,1.95,5.6799999999999997,1.8799999999999999,,,19
AttractiveFem,2375.1999999999998,6.3399999999999999,1.54,4.2999999999999998,2.29,,,5.75,2,13
Woman,2375.0999999999999,2.2000000000000002,1.3100000000000001,4.8799999999999999,2.21,,,3.75,2.2799999999999998,14
Woman,2374,6.29,1.27,3.8599999999999999,2.1800000000000002,6.21,1.6799999999999999,,,17
Band,2373,6.9699999999999998,1.3200000000000001,4.5,2.0800000000000001,,,5.9500000000000002,1.5800000000000001,16
Woman,2372,5.4800000000000004,1.6299999999999999,4.0899999999999999,1.99,5.7199999999999998,2.0099999999999998,,,11
ThreeMen,2370,7.1399999999999997,1.46,2.8999999999999999,2.1400000000000001,6.1200000000000001,2.2200000000000002,,,4
Girl&Dog,2362,6.7400000000000002,1.3400000000000001,4.5999999999999996,2.0899999999999999,,,6.0099999999999998,1.72,15
Family,2360,7.7000000000000002,1.76,3.6600000000000001,2.3199999999999998,6.9199999999999999,2.0800000000000001,,,4
Mother/Child,2359,5.8700000000000001,1.4099999999999999,3.9399999999999999,1.73,5.4900000000000002,1.73,,,17
Family,2358,6.5599999999999996,1.7,3.73,2.04,,,5.8300000000000001,1.95,15
Man,2357,5.4100000000000001,1.3600000000000001,3.3300000000000001,2.0699999999999998,,,6.0599999999999996,2.0099999999999998,14
BloodyKiss,2352.1999999999998,2.0899999999999999,1.5,6.25,2.1000000000000001,3.4500000000000002,1.9399999999999999,,,12
Kiss,2352.0999999999999,7.2699999999999996,1.79,5.1600000000000001,2.1699999999999999,6.04,1.79,,,11
Kiss,2352,6.9400000000000004,1.8700000000000001,4.9900000000000002,1.98,6.3200000000000003,1.6799999999999999,,,8
NursingBaby,2351,5.4900000000000002,2.04,4.7400000000000002,2.0499999999999998,5.4100000000000001,1.8100000000000001,,,8
Children,2347,7.8300000000000001,1.3600000000000001,5.5599999999999996,2.3399999999999999,6.54,1.8600000000000001,,,20
Kids,2346,7.0499999999999998,1.53,5.2800000000000002,2.2799999999999998,,,6.1399999999999997,1.8999999999999999,14
BlackEye,2345.0999999999999,2.2599999999999998,1.46,5.5,2.3399999999999999,3.96,2.02,,,17
Children,2345,7.4100000000000001,1.72,5.4199999999999999,2.4700000000000002,6.5099999999999998,2.0699999999999998,,,12
Children,2344,6.7199999999999998,1.8899999999999999,4.71,2.04,5.96,1.95,,,12
Children,2342,6.2000000000000002,1.55,4.0599999999999996,2.02,5.7599999999999998,1.6399999999999999,,,17
Children,2341,7.3799999999999999,1.5900000000000001,4.1100000000000003,2.3100000000000001,6.4400000000000004,2,,,9
Family,2340,8.0299999999999994,1.26,4.9000000000000004,2.2000000000000002,6.1799999999999997,1.8600000000000001,,,3
Father,2339,6.7199999999999998,1.3400000000000001,4.1600000000000001,1.8999999999999999,,,6.0300000000000002,1.6599999999999999,15
Family,2332,7.6399999999999997,1.6000000000000001,4.2999999999999998,2.29,,,6.3700000000000001,1.9099999999999999,15
Chef,2331,7.2400000000000002,1.72,4.2999999999999998,2.3799999999999999,6.3700000000000001,2.1299999999999999,,,12
Girl,2320,6.1699999999999999,1.51,2.8999999999999999,1.8899999999999999,6.6600000000000001,1.8100000000000001,,,10
Binoculars,2314,7.5499999999999998,1.24,4,2.0099999999999998,6.1699999999999999,1.78,,,18
Mother,2312,3.71,1.6399999999999999,4.0199999999999996,1.6599999999999999,4.7199999999999998,1.8600000000000001,,,12
Mother,2311,7.54,1.3700000000000001,4.4199999999999999,2.2799999999999998,6.1600000000000001,1.79,,,10
Mother,2310,7.0599999999999996,1.52,4.1600000000000001,2.0099999999999998,5.8899999999999997,1.8700000000000001,,,12
GirlCow,2309,4.8899999999999997,1.71,4.3300000000000001,1.9199999999999999,5.3899999999999997,1.6399999999999999,,,18
GirlMakeup,2308,5.2199999999999998,1.6200000000000001,3.8199999999999998,2.1499999999999999,5.5,1.8700000000000001,,,19
Boy,2306,7.0800000000000001,1.3700000000000001,4.46,2.1099999999999999,,,6.0199999999999996,1.8,15
Woman,2305,5.4100000000000001,1.1200000000000001,3.6299999999999999,2.04,,,5.5300000000000002,1.49,16
Girl,2304,7.2199999999999998,1.3100000000000001,3.6299999999999999,2.1499999999999999,6.3499999999999996,1.8200000000000001,,,11
Children,2303,6.8300000000000001,2.0699999999999998,5.5300000000000002,2.1000000000000001,5.8099999999999996,2.1099999999999999,,,12
ChildCamera,2302,6.4299999999999997,1.3200000000000001,3.6400000000000001,1.9399999999999999,6.1799999999999997,1.6499999999999999,,,19
KidCry,2301,2.7799999999999998,1.3799999999999999,4.5700000000000003,1.96,4.1299999999999999,1.8899999999999999,,,17
AttractiveFem,2300,7.04,1.3500000000000001,5.5499999999999998,2.04,5.8899999999999997,1.76,,,17
Family,2299,7.2699999999999996,1.53,3.9500000000000002,2.2200000000000002,,,6.1799999999999997,1.9299999999999999,13
Boy,2280,4.2199999999999998,1.54,3.77,1.8899999999999999,5.7000000000000002,2.0099999999999998,,,12
Braces,2279,4.71,1.55,3.7400000000000002,1.8300000000000001,5.5499999999999998,1.8600000000000001,,,18
Kids,2278,3.3599999999999999,1.5700000000000001,4.5499999999999998,2.02,,,4.3600000000000003,2.0800000000000001,14
Girl,2276,2.6699999999999999,1.6599999999999999,4.6299999999999999,1.9299999999999999,4.4000000000000004,1.95,,,12
Kids,2274,7.4699999999999998,1.51,4.2199999999999998,2.0499999999999998,6.3499999999999996,1.6899999999999999,,,19
Boy,2273,5.4100000000000001,1.55,3.52,1.8100000000000001,5.3099999999999996,1.6000000000000001,,,17
LonelyBoy,2272,4.5,1.78,3.7400000000000002,1.9399999999999999,,,5.2400000000000002,2.0699999999999998,13
Woman,2271,4.2000000000000002,1.26,3.7400000000000002,1.6899999999999999,5.6600000000000001,1.8600000000000001,,,11
NeutChild,2270,6.2800000000000002,1.6200000000000001,3.1499999999999999,2.0299999999999998,6.4900000000000002,1.8999999999999999,,,9
NeutBaby,2260,8.0600000000000005,1.4199999999999999,4.2599999999999998,2.4399999999999999,7.4699999999999998,2.4399999999999999,,,1
NeutBaby,2250,6.6399999999999997,2.2599999999999998,4.1900000000000004,2.2799999999999998,6.8499999999999996,2.2799999999999998,,,1
NeutChild,2240,6.5300000000000002,1.48,3.75,2.1400000000000001,6.2300000000000004,1.96,,,10
Butcher,2235,5.6399999999999997,1.27,3.3599999999999999,1.9199999999999999,,,5.8300000000000001,1.9099999999999999,13
SadFace,2230,4.5300000000000002,1.22,4.1299999999999999,1.6799999999999999,4.7999999999999998,1.54,,,3
Boys,2224,7.2400000000000002,1.5800000000000001,4.8499999999999996,2.1099999999999999,,,6.3899999999999997,1.8899999999999999,14
BoysReading,2222,7.1100000000000003,1.54,4.0800000000000001,2.1499999999999999,,,6.54,1.8500000000000001,14
Judge,2221,4.3899999999999997,1.21,3.0699999999999998,2.0800000000000001,4.9699999999999998,2.2599999999999998,,,9
MaleFace,2220,5.0300000000000002,1.3899999999999999,4.9299999999999997,1.6499999999999999,5.3200000000000003,1.77,,,3
Class,2217,6.2400000000000002,1.52,4.0800000000000001,1.8500000000000001,5.7999999999999998,1.76,,,17
Children,2216,7.5700000000000003,1.3100000000000001,5.8300000000000001,2.2000000000000002,6.4100000000000001,1.8999999999999999,,,11
NeutMan,2215,4.6299999999999999,1.24,3.3799999999999999,2,5.6799999999999997,1.96,,,12
NeutMan,2214,5.0099999999999998,1.1200000000000001,3.46,1.97,5.9800000000000004,1.6899999999999999,,,11
Man,2211,5.1900000000000004,1.6899999999999999,4.0499999999999998,2.0699999999999998,5.25,1.6799999999999999,,,17
NeutFace,2210,4.7000000000000002,0.93000000000000005,3.0800000000000001,1.76,5.2300000000000004,1.78,,,2
NeutFace,2210,4.3799999999999999,1.6399999999999999,3.5600000000000001,2.21,5.0300000000000002,2.21,,,1
Bride,2209,7.6399999999999997,1.46,5.5899999999999999,2.3700000000000001,6.5300000000000002,1.78,,,11
Bride,2208,7.3499999999999996,1.6799999999999999,5.6799999999999997,2.3399999999999999,6.21,1.74,,,11
Fingerprint,2206,4.0599999999999996,1.3999999999999999,3.71,2.0299999999999998,4.46,2.3599999999999999,,,10
Hospital,2205,1.95,1.5800000000000001,4.5300000000000002,2.23,3.2200000000000002,2.1299999999999999,,,6
NeutFace,2200,4.79,1.3799999999999999,3.1800000000000002,2.1699999999999999,5.4400000000000004,2.1699999999999999,,,1
Farmer,2191,5.2999999999999998,1.6200000000000001,3.6099999999999999,2.1400000000000001,,,5.7999999999999998,2,14
Man,2190,4.8300000000000001,1.28,2.4100000000000001,1.8,5.9199999999999999,2.0099999999999998,,,4
Mother,2170,7.5499999999999998,1.4199999999999999,4.0800000000000001,2.48,6.4900000000000002,2.2599999999999998,,,4
Father,2165,7.6299999999999999,1.48,4.5499999999999998,2.5499999999999998,6.7199999999999998,1.8200000000000001,,,9
Father,2160,7.5800000000000001,1.6899999999999999,5.1600000000000001,2.1800000000000002,6.1200000000000001,2.0600000000000001,,,3
Children,2158,7.3099999999999996,1.48,5,2.2000000000000002,6.0800000000000001,1.6200000000000001,,,20
Family,2156,7.1200000000000001,1.46,4.3399999999999999,2.1099999999999999,5.8200000000000003,1.72,,,17
Pregnant,2155,6.7800000000000002,1.97,5.4299999999999997,2.0899999999999999,5.8099999999999996,2.0800000000000001,,,20
Family,2154,8.0299999999999994,1.1299999999999999,4.4800000000000004,2.3100000000000001,,,6.3799999999999999,1.8999999999999999,16
Mother,2153,6.9800000000000004,1.5,4.4000000000000004,2.2400000000000002,,,6.2300000000000004,1.8700000000000001,15
Mother,2152,6.9299999999999997,1.4199999999999999,4.5,2.25,,,5.9900000000000002,1.8700000000000001,16
Father/Child,2151,7.3200000000000003,1.6299999999999999,4.3700000000000001,2.1299999999999999,5.9000000000000004,1.75,,,19
Baby,2150,7.9199999999999999,1.5900000000000001,5,2.6299999999999999,6.2300000000000004,2.3399999999999999,,,2
GrievingFem,2141,2.4399999999999999,1.6399999999999999,5,2.0299999999999998,3.9199999999999999,2.1400000000000001,,,11
Woman,2130,4.0800000000000001,1.3300000000000001,5.0199999999999996,2,5.0999999999999996,2,,,2
TongueOut,2122,5.1500000000000004,1.8200000000000001,4.5899999999999999,1.9099999999999999,5.4900000000000002,1.8100000000000001,,,19
AngryFace,2120,3.3399999999999999,1.9099999999999999,5.1799999999999997,2.52,4.5199999999999996,2.52,,,1
PiercedFace,2115,3.8300000000000001,1.7,4.9800000000000004,2,4.8700000000000001,2.02,,,19
AngryFace,2110,3.71,1.8200000000000001,4.5300000000000002,2.25,4.6600000000000001,2.25,,,1
Male,2107,5.5300000000000002,1.05,3.7200000000000002,2.1200000000000001,5.9199999999999999,1.6599999999999999,,,20
NeuWoman,2104,4.4199999999999999,1.0900000000000001,3.1099999999999999,1.8400000000000001,,,5.4500000000000002,1.8400000000000001,15
NeuMan,2102,5.1600000000000001,0.95999999999999996,3.0299999999999998,1.8700000000000001,,,5.7999999999999998,1.77,16
Man,2101,4.4900000000000002,1.3400000000000001,3.46,1.8600000000000001,5.25,1.5600000000000001,,,17
AngryFace,2100,3.8500000000000001,1.99,4.5300000000000002,2.5699999999999998,5.0499999999999998,2.5699999999999998,,,1
Toddler,2095,1.79,1.1799999999999999,5.25,2.3399999999999999,,,3.7000000000000002,2.2799999999999998,14
Clowns,2092,6.2800000000000002,1.8999999999999999,4.3200000000000003,2.29,5.75,2.3799999999999999,5.9400000000000004,2.1499999999999999,7
Girls,2091,7.6799999999999997,1.4299999999999999,4.5099999999999998,2.2799999999999998,6.79,2.04,6.4400000000000004,1.99,7
Babies,2080,8.0899999999999999,1.47,4.7000000000000002,2.5899999999999999,7.0800000000000001,1.96,,,4
Baby,2075,7.3200000000000003,1.6499999999999999,5.2699999999999996,2.27,6.4199999999999999,1.8100000000000001,,,20
Baby,2071,7.8600000000000003,1.3200000000000001,5,2.3399999999999999,,,6.6100000000000003,2.02,14
Baby,2070,8.1699999999999999,1.46,4.5099999999999998,2.7400000000000002,7.1399999999999997,2.1000000000000001,,,4
Baby,2060,6.4900000000000002,1.5900000000000001,3.7999999999999998,2.02,5.8099999999999996,1.73,,,18
Baby,2058,7.9100000000000001,1.26,5.0899999999999999,2.48,6.6699999999999999,1.96,,,11
Father,2057,7.8099999999999996,1.28,4.54,2.4100000000000001,6.7599999999999998,1.9399999999999999,,,10
Diving,2056,6.3399999999999999,1.3,4.6299999999999999,1.8999999999999999,5.8300000000000001,1.77,,,18
ManInPool,2055.1999999999998,6.4000000000000004,1.75,4.4500000000000002,2.1800000000000002,,,5.6500000000000004,2.1400000000000001,13
ManInPool,2055.0999999999999,3.1499999999999999,1.8400000000000001,4.9500000000000002,2.1099999999999999,,,4.3099999999999996,2.1000000000000001,14
Baby,2053,2.4700000000000002,1.8700000000000001,5.25,2.46,3.5600000000000001,2,,,8
Baby,2050,8.1999999999999993,1.3100000000000001,4.5700000000000003,2.5299999999999998,7.71,2.5299999999999998,,,1
Baby,2045,7.8700000000000001,1.1899999999999999,5.4699999999999998,2.3399999999999999,6.0999999999999996,2.0099999999999998,,,17
Baby,2040,8.1699999999999999,1.6000000000000001,4.6399999999999997,2.54,7.3300000000000001,2.54,,,1
Woman,2039,3.6499999999999999,1.4399999999999999,3.46,1.9399999999999999,5.0599999999999996,1.8500000000000001,,,18
NeuWoman,2038,5.0899999999999999,1.3500000000000001,2.9399999999999999,1.9299999999999999,,,6.3600000000000003,1.8500000000000001,16
Woman,2037,6.4199999999999999,1.24,3.3500000000000001,2.04,,,6.21,1.8400000000000001,15
Woman,2036,5.7999999999999998,1.28,3.2400000000000002,1.8799999999999999,6.0999999999999996,1.79,,,18
Kid,2035,7.5199999999999996,1.3300000000000001,3.6899999999999999,2.1099999999999999,6.2000000000000002,1.79,,,18
Cheerleaders,2034,5.9000000000000004,1.6299999999999999,4.9299999999999997,2.21,5.79,1.8600000000000001,,,20
Makeup,2032,5.5800000000000001,1.24,4,2.1200000000000001,6.1399999999999997,1.7,,,20
Woman,2030,6.71,1.73,4.54,2.3700000000000001,5.5999999999999996,1.6699999999999999,,,2
Woman,2026,4.8200000000000003,0.94999999999999996,3.3999999999999999,1.8400000000000001,5.0899999999999999,1.6200000000000001,,,17
Woman,2025,5.7800000000000002,1.26,4.2999999999999998,2.1600000000000001,,,5.8099999999999996,1.8500000000000001,14
Adult,2020,5.6799999999999997,1.99,3.3399999999999999,1.8899999999999999,5.9900000000000002,1.8899999999999999,,,1
AttractiveFem,2019,6.0700000000000003,1.3200000000000001,4.3099999999999996,2.2799999999999998,5.8899999999999997,1.71,,,18
VeiledWoman,2018,5.5599999999999996,1.49,4.9199999999999999,2.1499999999999999,5.5,1.98,,,20
Adult,2010,6.25,1.8400000000000001,3.3199999999999998,2.0699999999999998,6.2400000000000002,2.0699999999999998,,,1
AttractiveMan,2005,6,1.8200000000000001,4.0700000000000003,2.4399999999999999,,,5.8399999999999999,1.8799999999999999,13
Man,2002,4.9500000000000002,1.3600000000000001,3.3500000000000001,1.8700000000000001,5.8899999999999997,1.6499999999999999,,,18
Adult,2000,6.5099999999999998,1.8300000000000001,3.3199999999999998,2.0699999999999998,6.6500000000000004,2.0699999999999998,,,1
Mickey,1999,7.4299999999999997,1.47,4.7699999999999996,2.3999999999999999,6.6399999999999997,1.96,,,8
Octopus,1947,5.8499999999999996,1.77,4.3499999999999996,2.3700000000000001,,,5.7699999999999996,2.0499999999999998,13
Turtle,1945,4.5899999999999999,1.6799999999999999,4.4199999999999999,2.0299999999999998,5.5700000000000003,2.0699999999999998,,,11
Turtles,1942,6.2599999999999998,1.76,4.0099999999999998,2.0499999999999998,5.9500000000000002,2.1299999999999999,,,12
HermitCrab,1935,4.8799999999999999,1.4399999999999999,4.29,1.95,,,5.5,2,14
Shark,1932,3.8500000000000001,2.1099999999999999,6.4699999999999998,2.2000000000000002,,,3.4399999999999999,2.1600000000000001,13
Shark,1931,4,2.2799999999999998,6.7999999999999998,2.02,3.5099999999999998,2.54,2.7400000000000002,1.8400000000000001,7
Shark,1930,3.79,1.9199999999999999,6.4199999999999999,2.0699999999999998,3.1899999999999999,2.1499999999999999,,,4
Porpoise,1920,7.9000000000000004,1.48,4.2699999999999996,2.5299999999999998,6.5,2.1800000000000002,,,4
Grouper,1910,6.71,1.8,3.29,2.29,6.4400000000000004,2.1299999999999999,,,4
Jellyfish,1908,5.2800000000000002,1.53,4.8799999999999999,2.1499999999999999,4.75,1.6000000000000001,,,17
Shrimp,1903,5.5,1.6799999999999999,4.25,1.95,6.0099999999999998,2.0499999999999998,,,17
Fish,1900,6.6500000000000004,1.8,3.46,2.3199999999999998,6.0700000000000003,2.2200000000000002,,,4
Camels,1850,6.1500000000000004,1.52,4.0599999999999996,2.1400000000000001,5.9400000000000004,1.9099999999999999,,,12
Crocodile,1820,5.3499999999999996,2.0499999999999998,5.6699999999999999,2.0899999999999999,4.6600000000000001,2.2999999999999998,,,19
Elephants,1812,6.8300000000000001,1.3300000000000001,3.6000000000000001,2.1099999999999999,5.9100000000000001,1.8400000000000001,,,9
Monkeys,1811,7.6200000000000001,1.5900000000000001,5.1200000000000001,2.25,6.0700000000000003,1.96,5.9900000000000002,1.95,7
Hippo,1810,6.5199999999999996,1.49,4.4500000000000002,2.1099999999999999,4.5499999999999998,1.8100000000000001,,,5
Bunnies,1750,8.2799999999999994,1.0700000000000001,4.0999999999999996,2.3100000000000001,6.1500000000000004,2.0099999999999998,,,3
Owl,1740,6.9100000000000001,1.3799999999999999,4.2699999999999996,2.0299999999999998,5.8499999999999996,1.79,,,3
Lion,1731,7.0700000000000003,1.5800000000000001,4.5599999999999996,2.5,,,5.8499999999999996,2.1899999999999999,14
Tiger,1726,4.79,2.1000000000000001,6.2300000000000004,2.1899999999999999,,,4,2.3300000000000001,14
Jaguars,1722,7.04,2.02,5.2199999999999998,2.4900000000000002,6.1200000000000001,2.29,,,12
Lion,1721,7.2999999999999998,1.3899999999999999,4.5300000000000002,2.21,5.5700000000000003,2.0699999999999998,,,10
Lion,1720,6.79,1.5600000000000001,5.3200000000000003,1.8200000000000001,4.6299999999999999,2.2799999999999998,,,3
Puppies,1710,8.3399999999999999,1.1200000000000001,5.4100000000000001,2.3399999999999999,6.5499999999999998,1.98,,,3
Buffalo,1675,5.2400000000000002,1.48,4.3700000000000001,2.1499999999999999,,,4.6299999999999999,2.1000000000000001,15
Cow,1670,5.8200000000000003,1.6299999999999999,3.3300000000000001,1.98,5.6299999999999999,1.8,,,2
Cow,1670,6.8099999999999996,1.76,3.0499999999999998,1.9099999999999999,6.5300000000000002,1.9099999999999999,,,1
Orangutan,1661,6.1399999999999997,1.5600000000000001,4.0499999999999998,2.0499999999999998,,,6,1.8300000000000001,14
Gorilla,1660,6.4900000000000002,1.8899999999999999,4.5700000000000003,2.3900000000000001,5.46,2.3900000000000001,,,1
Gorilla,1659,6.5700000000000003,1.98,4.8899999999999997,1.97,5.71,1.6799999999999999,,,20
Jaguar,1650,6.6500000000000004,2.25,6.2300000000000004,1.99,4.29,1.99,,,1
Wolf,1645,4.9900000000000002,1.6399999999999999,5.1399999999999997,1.99,4.7400000000000002,1.9099999999999999,,,18
Coyote,1640,6.1600000000000001,1.8799999999999999,5.1799999999999997,1.9299999999999999,4.9100000000000001,2,,,2
Coyote,1640,6.2699999999999996,2.2200000000000002,5.1299999999999999,2.2000000000000002,5.2199999999999998,2.2000000000000002,,,1
Fawn,1630,7.2599999999999998,1.48,4.4500000000000002,2.4500000000000002,6.1200000000000001,1.8500000000000001,,,20
Antelope,1620,7.3700000000000001,1.5600000000000001,3.54,2.3399999999999999,6.8200000000000003,2.3399999999999999,,,1
Mole,1617,4.2300000000000004,1.6799999999999999,5.3399999999999999,2.4100000000000001,,,4.6200000000000001,1.8700000000000001,16
Bird,1616,5.21,1.1200000000000001,3.9500000000000002,1.95,5.6699999999999999,1.77,,,11
Rabbit,1610,7.6900000000000004,1.3400000000000001,3.98,2.3999999999999999,6.5199999999999996,2.1000000000000001,,,2
Rabbit,1610,7.8200000000000003,1.3400000000000001,3.0800000000000001,2.1899999999999999,6.7699999999999996,2.1899999999999999,,,1
Butterfly,1605,6.5899999999999999,1.5600000000000001,3.4300000000000002,2.02,6.0199999999999996,1.77,,,19
Butterfly,1604,7.1100000000000003,1.4099999999999999,3.2999999999999998,2.1699999999999999,6.6900000000000004,2.1099999999999999,,,9
Butterfly,1603,6.9000000000000004,1.48,3.3700000000000001,2.2000000000000002,6.5700000000000003,2.0899999999999999,,,10
Butterfly,1602,6.5,1.6399999999999999,3.4300000000000002,1.96,6.4100000000000001,1.8200000000000001,,,8
Giraffes,1601,6.8600000000000003,1.51,3.9199999999999999,2.0699999999999998,6.2400000000000002,1.8600000000000001,,,8
Horse,1600,7.3700000000000001,1.5600000000000001,4.0499999999999998,2.3700000000000001,6.75,2.3700000000000001,,,1
Pony,1595,6.2199999999999998,1.6399999999999999,4.79,2.0899999999999999,5.54,1.96,,,19
Horse,1590,7.2400000000000002,1.45,4.7999999999999998,2.1000000000000001,5.6200000000000001,1.8200000000000001,,,3
Horse,1590,7.1799999999999997,1.6399999999999999,4.7400000000000002,2.1299999999999999,5.54,1.8799999999999999,,,2
Hawk,1560,5.9699999999999998,2.3199999999999998,5.5099999999999998,2.1899999999999999,5.1799999999999997,2.1899999999999999,,,1
Cat,1540,7.1500000000000004,1.96,4.54,2.3500000000000001,7.0099999999999998,2.3500000000000001,,,1
AttackDog,1525,3.0899999999999999,1.72,6.5099999999999998,2.25,,,3.1499999999999999,2.2000000000000002,13
Dog,1510,7.0099999999999998,2.0699999999999998,4.2800000000000002,2.4700000000000002,6.29,2.4700000000000002,,,1
DogRace,1505,4.1299999999999999,1.6599999999999999,4.7300000000000004,1.8300000000000001,4.4900000000000002,1.8300000000000001,,,17
Dog,1500,7.2400000000000002,1.8799999999999999,4.1200000000000001,2.5,6.9699999999999998,2.5,,,1
Kittens,1463,7.4500000000000002,1.76,4.79,2.1899999999999999,6.4299999999999997,1.9199999999999999,,,8
Kitten,1460,8.2100000000000009,1.21,4.3099999999999996,2.6299999999999999,6,2,,,5
Gannet,1450,6.3700000000000001,1.6200000000000001,2.8300000000000001,1.8700000000000001,6.75,1.8700000000000001,,,1
PolarBears,1441,7.9699999999999998,1.28,3.9399999999999999,2.3799999999999999,,,6.3399999999999999,2.0099999999999998,15
Seal,1440,8.1899999999999995,1.53,4.6100000000000003,2.54,6.0499999999999998,2.3799999999999999,,,6
Birds,1419,6.54,1.45,3.48,1.95,,,5.8200000000000003,1.97,13
Ferret,1410,7,1.45,4.1699999999999999,2.02,6.0499999999999998,1.7,,,18
Bees,1390,4.5,1.5600000000000001,5.29,1.97,4.75,1.8400000000000001,,,3
Pig,1350,5.25,1.96,4.3700000000000001,1.76,5.5999999999999996,1.74,,,20
Women,1340,7.1299999999999999,1.5700000000000001,4.75,2.3100000000000001,6.1299999999999999,1.78,,,11
Parrots,1333,6.1100000000000003,1.5,3.1699999999999999,1.97,,,6.29,2.04,13
Bear,1321,4.3200000000000003,1.8700000000000001,6.6399999999999997,1.8899999999999999,3.5099999999999998,2.1200000000000001,,,12
Frog,1313,5.6500000000000004,1.47,4.3899999999999997,2.0299999999999998,5.9100000000000001,1.9099999999999999,,,11
Leopard,1310,4.5999999999999996,1.6200000000000001,6,1.8,4.3700000000000001,1.97,,,3
AttackDog,1304,3.3700000000000001,1.5800000000000001,6.3700000000000001,1.9299999999999999,3.29,1.6699999999999999,,,17
Dog,1303,4.6799999999999997,2.1099999999999999,5.7000000000000002,2.04,4.9800000000000004,2.1200000000000001,,,11
Dog,1302,4.21,1.78,6,1.8700000000000001,4.04,2.1099999999999999,3.8700000000000001,1.9099999999999999,7
